,DENSITY,POP,City,State,abrev
3327,762.43718883,137,Broadwell,Illinois,IL
18079,1658.8677582,3941,Broadway,Virginia,VA
11986,989.81555244,1281,Broadway,North Carolina,NC
10406,729.17036706,116,Broadwater,Nebraska,NE
12940,1471.5722036,19202,Broadview Heights,Ohio,OH
3326,4327.2059042,7692,Broadview,Illinois,IL
10224,717.73691014,188,Broadview,Montana,MT
10223,1343.9457316,473,Broadus,Montana,MT
3325,1060.56305,342,Broadlands,Illinois,IL
15926,34.762993136,35,Broadland,South Dakota,SD
16679,520.07791165,194,Broaddus,Texas,TX
11388,955.54034172,1283,Broadalbin,New York,NY
14698,664.921641,450,Broad Top City,Pennsylvania,PA
7643,715.12355615,566,Britton,Michigan,MI
15925,1818.572585,1324,Britton,South Dakota,SD
5164,1560.7412458,1973,Britt,Iowa,IA
13830,1184.2329644,4199,Bristow,Oklahoma,OK
5163,162.51401529,152,Bristow,Iowa,IA
10405,369.08699235,60,Bristow,Nebraska,NE
16235,822.94291218,26881,Bristol,Tennessee,TN
15924,601.46705214,314,Bristol,South Dakota,SD
18078,1277.3176962,16482,Bristol,Virginia,VA
4541,419.47605913,1686,Bristol,Indiana,IN
14697,5644.965154,9598,Bristol,Pennsylvania,PA
1958,2273.3917971,60032,Bristol,Connecticut,CT
18866,154.91760868,5086,Bristol,Wisconsin,WI
2084,609.33912182,998,Bristol,Florida,FL
14696,548.90070997,392,Brisbin,Pennsylvania,PA
1250,1516.0395431,4693,Brisbane,California,CA
2083,11415.722798,653,Briny Breezes,Florida,FL
2521,99.961565815,204,Brinson,Georgia,GA
12519,128.03703416,35,Brinsmade,North Dakota,ND
763,471.10813683,2680,Brinkley,Arkansas,AR
9376,701.13684192,61,Brimson,Missouri,MO
3324,1003.3238943,834,Brimfield,Illinois,IL
18865,1140.0790206,3107,Brillion,Wisconsin,WI
53,81.538308943,870,Brilliant,Alabama,AL
11387,3162.7300336,3054,Brightwaters,New York,NY
3323,1148.1596062,2150,Brighton,Illinois,IL
7642,2178.8021864,7657,Brighton,Michigan,MI
16234,962.07283052,2921,Brighton,Tennessee,TN
5162,828.53840388,647,Brighton,Iowa,IA
52,1968.1705014,2785,Brighton,Alabama,AL
1709,1950.3684599,41254,Brighton,Colorado,CO
17785,791.63843084,19404,Brigham City,Utah,UT
10937,1344.1070426,8765,Brigantine,New Jersey,NJ
18305,3167.7645585,6978,Brier,Washington,WA
10936,2672.151386,4691,Brielle,New Jersey,NJ
7641,771.25643375,2231,Bridgman,Michigan,MI
15923,409.71907044,461,Bridgewater,South Dakota,SD
5161,536.37484017,155,Bridgewater,Iowa,IA
18077,2423.1624337,6106,Bridgewater,Virginia,VA
14695,1332.8906506,830,Bridgewater,Pennsylvania,PA
14694,4552.9996615,4990,Bridgeville,Pennsylvania,PA
1993,510.76009066,2366,Bridgeville,Delaware,DE
3322,3901.7049528,16187,Bridgeview,Illinois,IL
11985,217.10804685,444,Bridgeton,North Carolina,NC
9375,795.55419673,11600,Bridgeton,Missouri,MO
10935,3924.2923568,24442,Bridgeton,New Jersey,NJ
10222,947.69698946,754,Bridger,Montana,MT
16678,840.2768046,6590,Bridgeport,Texas,TX
10404,1286.0084948,1476,Bridgeport,Nebraska,NE
3321,1622.0084488,1701,Bridgeport,Illinois,IL
12939,1281.4393575,1751,Bridgeport,Ohio,OH
18304,2523.3449872,2589,Bridgeport,Washington,WA
13829,205.19366367,110,Bridgeport,Oklahoma,OK
1957,9020.4566448,144900,Bridgeport,Connecticut,CT
18591,808.03757147,8681,Bridgeport,West Virginia,WV
51,531.62811988,2301,Bridgeport,Alabama,AL
14693,6947.0923641,4579,Bridgeport,Pennsylvania,PA
13828,204.21768003,337,Bridge Creek,Oklahoma,OK
16677,1239.7834793,7981,Bridge City,Texas,TX
8208,1167.1078943,339,Bricelyn,Minnesota,MN
12938,1370.3398529,120,Brice,Ohio,OH
6668,4703.2663597,448,Briarwood,Kentucky,KY
12518,554.06513633,79,Briarwood,North Dakota,ND
16676,466.26940955,498,Briaroaks,Texas,TX
15642,879.46818527,576,Briarcliffe Acres,South Carolina,SC
11386,1383.3500765,8215,Briarcliff Manor,New York,NY
762,104.10772796,231,Briarcliff,Arkansas,AR
16675,1042.9932187,1769,Briarcliff,Texas,TX
14692,410.03602351,677,Briar Creek,Pennsylvania,PA
17784,24.966701518,91,Brian Head,Utah,UT
50,462.51466521,5189,Brewton,Alabama,AL
12937,958.28589281,2159,Brewster,Ohio,OH
10403,192.06185441,17,Brewster,Nebraska,NE
11385,4799.1269186,2352,Brewster,New York,NY
6066,1114.3760798,288,Brewster,Kansas,KS
18303,2051.596627,2364,Brewster,Washington,WA
8207,342.22608587,473,Brewster,Minnesota,MN
7356,594.13421604,9051,Brewer,Maine,ME
479,164.87591157,401,Brevig Mission,Alaska,AK
11984,1480.7722486,7900,Brevard,North Carolina,NC
16233,1034.1572605,42502,Brentwood,Tennessee,TN
14691,6445.1863166,9329,Brentwood,Pennsylvania,PA
9374,4103.9393239,7998,Brentwood,Missouri,MO
7387,9040.3971281,3478,Brentwood,Maryland,MD
1249,4293.6715978,63800,Brentwood,California,CA
15922,490.90108724,80,Brentford,South Dakota,SD
49,543.52395421,4772,Brent,Alabama,AL
16674,1327.5650813,17198,Brenham,Texas,TX
16673,1081.404716,958,Bremond,Texas,TX
18302,1448.9439523,41235,Bremerton,Washington,WA
2520,618.38966703,6537,Bremen,Georgia,GA
4540,1651.30622,4484,Bremen,Indiana,IN
6667,918.50917487,190,Bremen,Kentucky,KY
12936,1673.8544779,1442,Bremen,Ohio,OH
8206,205.29123537,2407,Breezy Point,Minnesota,MN
3320,1683.5759104,4493,Breese,Illinois,IL
7640,292.74718608,191,Breedsville,Michigan,MI
5160,640.84469478,475,Breda,Iowa,IA
12935,698.21664927,13632,Brecksville,Ohio,OH
9373,5703.2596688,4607,Breckenridge Hills,Missouri,MO
9372,651.51940437,358,Breckenridge,Missouri,MO
8205,1265.1004167,3199,Breckenridge,Minnesota,MN
1708,834.61020766,5020,Breckenridge,Colorado,CO
13827,16.095286494,244,Breckenridge,Oklahoma,OK
7639,1192.5659409,1268,Breckenridge,Michigan,MI
16672,1307.3782338,5487,Breckenridge,Texas,TX
7076,1066.2734252,8227,Breaux Bridge,Louisiana,LA
1248,3578.3212025,43601,Brea,California,CA
16671,232.59241864,482,Brazos Country,Texas,TX
16670,554.80178316,349,Brazos Bend,Texas,TX
16669,1150.9994229,3112,Brazoria,Texas,TX
4539,2200.8369587,8064,Brazil,Indiana,IN
5159,181.64280548,112,Brayton,Iowa,IA
9371,1446.3942621,855,Braymer,Missouri,MO
13826,18.888322558,1163,Bray,Oklahoma,OK
9000,299.03676443,176,Braxton,Mississippi,MS
1247,3230.7840735,26226,Brawley,California,CA
12934,1135.6481812,1161,Bratenahl,Ohio,OH
2519,120.81395478,381,Braswell,Georgia,GA
9370,742.2616931,260,Brashear,Missouri,MO
2518,911.27813714,11652,Braselton,Georgia,GA
48,251.67790179,782,Brantley,Alabama,AL
15921,400.607865,62,Brant Lake,South Dakota,SD
9369,100.34346145,451,Branson West,Missouri,MO
9368,547.16107229,11567,Branson,Missouri,MO
1707,281.87344264,69,Branson,Colorado,CO
2082,657.71523689,730,Branford,Florida,FL
15920,84.730134814,107,Brandt,South Dakota,SD
9367,300.50683262,157,Brandsville,Missouri,MO
18590,272.44704565,105,Brandonville,West Virginia,WV
8204,1005.185741,487,Brandon,Minnesota,MN
8999,941.32424569,24156,Brandon,Mississippi,MS
5158,979.74814439,309,Brandon,Iowa,IA
18864,1132.6395194,856,Brandon,Wisconsin,WI
15919,1876.1324337,10094,Brandon,South Dakota,SD
6666,692.20559233,2878,Brandenburg,Kentucky,KY
10934,1310.3936585,776,Branchville,New Jersey,NJ
15641,305.49505135,960,Branchville,South Carolina,SC
18076,267.05785647,114,Branchville,Virginia,VA
761,108.71423283,339,Branch,Arkansas,AR
18589,616.61530108,342,Bramwell,West Virginia,WV
13825,1171.4937444,203,Braman,Oklahoma,OK
7536,2706.5594805,37250,Braintree Town,Massachusetts,MA
8203,1107.5211445,13465,Brainerd,Minnesota,MN
10402,959.12034298,317,Brainard,Nebraska,NE
3319,1169.1867364,6203,Braidwood,Illinois,IL
8202,1113.1646728,1791,Braham,Minnesota,MN
13824,765.17415801,254,Braggs,Oklahoma,OK
9366,645.9518538,132,Bragg City,Missouri,MO
12933,1414.214741,464,Brady Lake,Ohio,OH
16668,606.10213101,5309,Brady,Texas,TX
10401,1280.0358666,420,Brady,Nebraska,NE
10400,817.55051225,272,Bradshaw,Nebraska,NE
18588,365.72953343,283,Bradshaw,West Virginia,WV
12932,1649.8743473,1017,Bradner,Ohio,OH
10933,6837.5449931,4174,Bradley Beach,New Jersey,NJ
760,578.42015851,528,Bradley,Arkansas,AR
13823,595.54262281,133,Bradley,Oklahoma,OK
3318,2211.4566049,15277,Bradley,Illinois,IL
15918,318.15979879,78,Bradley,South Dakota,SD
5157,238.69823416,83,Bradgate,Iowa,IA
6665,1107.9805876,299,Bradfordsville,Kentucky,KY
14690,1289.0874619,1147,Bradford Woods,Pennsylvania,PA
3317,1742.174226,694,Bradford,Illinois,IL
12931,2237.9460246,1867,Bradford,Ohio,OH
759,846.9111039,734,Bradford,Arkansas,AR
14689,2472.2423808,8280,Bradford,Pennsylvania,PA
16232,580.45279648,990,Bradford,Tennessee,TN
2081,2479.8835011,1278,Bradenton Beach,Florida,FL
2080,3995.5123199,57644,Bradenton,Florida,FL
16231,71.295842027,262,Braden,Tennessee,TN
5156,290.1404823,154,Braddyville,Iowa,IA
14688,1920.1820715,1820,Braddock Hills,Pennsylvania,PA
12517,80.004201012,20,Braddock,North Dakota,ND
14687,3753.5955038,2114,Braddock,Pennsylvania,PA
1246,553.76980091,1084,Bradbury,California,CA
16667,620.228987,1750,Brackettville,Texas,TX
14686,6164.2920279,3153,Brackenridge,Pennsylvania,PA
3316,244.66558197,760,Braceville,Illinois,IL
10221,2412.4116935,48532,Bozeman,Montana,MT
10399,452.49529386,595,Boys Town,Nebraska,NE
2079,4830.5102164,78050,Boynton Beach,Florida,FL
13822,568.80915524,239,Boynton,Oklahoma,OK
7638,527.0895384,296,Boyne Falls,Michigan,MI
7637,939.61395981,3750,Boyne City,Michigan,MI
8998,400.89213241,592,Boyle,Mississippi,MS
18075,757.54141157,526,Boykins,Virginia,VA
14685,5270.8687434,4076,Boyertown,Pennsylvania,PA
18074,499.70686614,410,Boydton,Virginia,VA
5155,1006.4002928,687,Boyden,Iowa,IA
8200,311.12894372,159,Boyd,Minnesota,MN
16666,359.50926895,1473,Boyd,Texas,TX
18863,288.22371295,534,Boyd,Wisconsin,WI
18862,299.53251947,1126,Boyceville,Wisconsin,WI
7075,2156.1457929,991,Boyce,Louisiana,LA
18073,1702.0296173,625,Boyce,Virginia,VA
8201,114.52150616,49,Boy River,Minnesota,MN
5154,186.40164076,187,Boxholm,Iowa,IA
15917,697.9455744,9800,Box Elder,South Dakota,SD
14684,1151.7239592,886,Bowmanstown,Pennsylvania,PA
15640,761.36419733,911,Bowman,South Carolina,SC
2517,256.90360835,801,Bowman,Georgia,GA
12516,1007.9747555,1608,Bowman,North Dakota,ND
8199,217.42121577,278,Bowlus,Minnesota,MN
12930,2492.9756578,31578,Bowling Green,Ohio,OH
18072,734.337029,1178,Bowling Green,Virginia,VA
6664,1765.511078,68401,Bowling Green,Kentucky,KY
9365,2091.2843574,5624,Bowling Green,Missouri,MO
2078,2305.1799226,2902,Bowling Green,Florida,FL
18861,278.74036967,289,Bowler,Wisconsin,WI
13821,106.76031912,394,Bowlegs,Oklahoma,OK
7386,3061.501611,58682,Bowie,Maryland,MD
16665,916.71555667,5059,Bowie,Texas,TX
12929,2037.152077,337,Bowersville,Ohio,OH
2516,149.49940591,486,Bowersville,Georgia,GA
12928,750.38288613,380,Bowerston,Ohio,OH
1992,1187.9692116,370,Bowers,Delaware,DE
3315,1074.8787034,460,Bowen,Illinois,IL
2515,618.33866936,2102,Bowdon,Georgia,GA
12515,493.53725673,124,Bowdon,North Dakota,ND
15916,746.02161393,476,Bowdle,South Dakota,SD
12514,401.93413836,335,Bowbells,North Dakota,ND
1706,1422.3871093,946,Bow Mar,Colorado,CO
16664,1538.8610343,1813,Bovina,Texas,TX
3013,1619.9747482,258,Bovill,Idaho,ID
8198,344.22839458,787,Bovey,Minnesota,MN
5153,1101.8861392,119,Bouton,Iowa,IA
3314,2059.1502639,19485,Bourbonnais,Illinois,IL
4538,1525.1126413,1755,Bourbon,Indiana,IN
9364,1196.0550405,1599,Bourbon,Missouri,MO
17783,3339.6469534,44098,Bountiful,Utah,UT
10932,6193.3527315,10289,Bound Brook,New Jersey,NJ
10868,76.714721883,15977,Boulder City,Nevada,NV
10220,1126.9986994,1267,Boulder,Montana,MT
1705,4083.5372818,107353,Boulder,Colorado,CO
17782,11.464457941,240,Boulder,Utah,UT
12513,1907.7855261,2205,Bottineau,North Dakota,ND
12927,914.54070711,1154,Botkins,Ohio,OH
18301,3415.8735549,46657,Bothell,Washington,WA
9363,525.5888367,291,Bosworth,Missouri,MO
13820,994.45553817,682,Boswell,Oklahoma,OK
14683,1608.359686,1189,Boswell,Pennsylvania,PA
4537,819.13865555,759,Boswell,Indiana,IN
2514,123.52623453,386,Bostwick,Georgia,GA
12926,188.06323539,1315,Boston Heights,Ohio,OH
7535,14369.957772,694583,Boston,Massachusetts,MA
2513,583.22686428,1314,Boston,Georgia,GA
4536,587.31513223,131,Boston,Indiana,IN
11983,404.23712418,377,Bostic,North Carolina,NC
7074,1569.3646944,68235,Bossier City,Louisiana,LA
11234,971.03158588,3821,Bosque Farms,New Mexico,NM
18860,1002.6705082,3139,Boscobel,Wisconsin,WI
8197,413.81605757,105,Borup,Minnesota,MN
16663,1436.1621004,12621,Borger,Texas,TX
10931,4072.3570288,3801,Bordentown,New Jersey,NJ
4535,667.52527309,929,Borden,Indiana,IN
11384,1157.0782005,2001,Boonville,New York,NY
4534,1272.3087773,6237,Boonville,Indiana,IN
11982,965.6049388,1156,Boonville,North Carolina,NC
9362,1093.8355251,8403,Boonville,Missouri,MO
10930,3516.2303967,8212,Boonton,New Jersey,NJ
7385,1169.760057,3579,Boonsboro,Maryland,MD
6663,99.07364851,127,Booneville,Kentucky,KY
758,974.40776364,3845,Booneville,Arkansas,AR
8997,339.38399644,8740,Booneville,Mississippi,MS
18071,316.67706064,234,Boones Mill,Virginia,VA
5152,1372.4848,12470,Boone,Iowa,IA
11981,3101.1536137,19562,Boone,North Carolina,NC
1704,1001.1913547,362,Boone,Colorado,CO
16662,1477.9143183,1547,Booker,Texas,TX
757,887.69644767,2415,Bono,Arkansas,AR
6662,479.67047546,264,Bonnieville,Kentucky,KY
3313,300.20340216,383,Bonnie,Illinois,IL
18300,2601.3051326,21092,Bonney Lake,Washington,WA
16661,185.74686877,364,Bonney,Texas,TX
3012,1102.5476078,2595,Bonners Ferry,Idaho,ID
6065,499.32371215,7804,Bonner Springs,Kansas,KS
14682,1899.0913297,1835,Bonneauville,Pennsylvania,PA
15639,158.75054366,480,Bonneau,South Carolina,SC
9361,1736.1376554,7063,Bonne Terre,Missouri,MO
2077,1480.6221722,57370,Bonita Springs,Florida,FL
7073,184.57883683,249,Bonita,Louisiana,LA
2076,664.36773258,2692,Bonifay,Florida,FL
16660,1054.8080452,10372,Bonham,Texas,TX
3312,728.02283277,358,Bonfield,Illinois,IL
15915,774.90782544,274,Bonesteel,South Dakota,SD
3311,390.73792985,234,Bone Gap,Illinois,IL
3310,1794.5932391,451,Bondville,Illinois,IL
5151,770.3986186,6646,Bondurant,Iowa,IA
18859,628.61365418,1418,Bonduel,Wisconsin,WI
5150,1106.174877,404,Bonaparte,Iowa,IA
1703,43.52501351,19,Bonanza,Colorado,CO
14376,513.58080508,421,Bonanza,Oregon,OR
756,199.99784114,564,Bonanza,Arkansas,AR
47,85.918689686,114,Bon Air,Alabama,AL
8996,349.51742944,531,Bolton,Mississippi,MS
11980,178.49645475,643,Bolton,North Carolina,NC
11979,238.89876915,152,Bolivia,North Carolina,NC
18587,2368.6549696,1026,Bolivar,West Virginia,WV
11383,1235.0429565,984,Bolivar,New York,NY
14681,2568.6645654,438,Bolivar,Pennsylvania,PA
16230,608.47237699,4937,Bolivar,Tennessee,TN
12925,1403.0551778,974,Bolivar,Ohio,OH
9360,1331.5060106,11038,Bolivar,Missouri,MO
3309,3054.2418637,75178,Bolingbrook,Illinois,IL
46,75.183675265,297,Boligee,Alabama,AL
13819,715.12697117,1176,Boley,Oklahoma,OK
9359,578.5688328,188,Bolckow,Missouri,MO
13818,906.67319656,495,Bokoshe,Oklahoma,OK
13817,1745.8631614,682,Bokchito,Oklahoma,OK
13816,756.17448696,1096,Boise City,Oklahoma,OK
3011,2734.5542837,228790,Boise City,Idaho,ID
11978,1017.5027624,4559,Boiling Springs,North Carolina,NC
11977,263.72099142,6137,Boiling Spring Lakes,North Carolina,NC
6064,527.36294548,136,Bogue,Kansas,KS
11976,257.06578184,706,Bogue,North Carolina,NC
10929,11148.490725,8413,Bogota,New Jersey,NJ
16659,756.43514944,1070,Bogata,Texas,TX
2512,469.05414713,1109,Bogart,Georgia,GA
9358,284.06165111,155,Bogard,Missouri,MO
7072,1234.9424258,11738,Bogalusa,Louisiana,LA
16658,1513.6199219,17106,Boerne,Texas,TX
5149,709.45191361,289,Bode,Iowa,IA
755,43.019295101,129,Bodcaw,Arkansas,AR
8196,621.38823795,104,Bock,Minnesota,MN
2075,3428.6530315,99244,Boca Raton,Florida,FL
45,663.65806356,9656,Boaz,Alabama,AL
18858,411.03646824,148,Boaz,Wisconsin,WI
14375,903.06554333,3405,Boardman,Oregon,OR
11975,49.543212391,153,Boardman,North Carolina,NC
15638,355.1215709,3778,Blythewood,South Carolina,SC
754,660.04840781,13688,Blytheville,Arkansas,AR
9357,593.05936409,182,Blythedale,Missouri,MO
2511,245.09483973,699,Blythe,Georgia,GA
1245,750.18039935,19959,Blythe,California,CA
15914,716.16921419,349,Blunt,South Dakota,SD
16657,470.14438362,465,Blum,Texas,TX
3308,439.11410571,661,Bluford,Illinois,IL
8195,79.197395356,215,Bluffton,Minnesota,MN
2510,58.457145835,94,Bluffton,Georgia,GA
4533,1229.3277152,10110,Bluffton,Indiana,IN
12924,1119.2351307,4080,Bluffton,Ohio,OH
15637,444.44614461,23097,Bluffton,South Carolina,SC
3307,734.93175213,656,Bluffs,Illinois,IL
17781,1338.8541101,14699,Bluffdale,Utah,UT
6063,114.62484949,58,Bluff City,Kansas,KS
16229,961.82374323,1665,Bluff City,Tennessee,TN
753,50.822883874,118,Bluff City,Arkansas,AR
13815,826.87496927,326,Bluejacket,Oklahoma,OK
18586,1077.3021763,9730,Bluefield,West Virginia,WV
18070,514.17223022,4882,Bluefield,Virginia,VA
10398,412.12170749,316,Blue Springs,Nebraska,NE
8995,230.11879312,234,Blue Springs,Mississippi,MS
44,30.385615134,88,Blue Springs,Alabama,AL
9356,2464.6669919,55104,Blue Springs,Missouri,MO
18857,458.60671397,418,Blue River,Wisconsin,WI
1702,368.60096484,927,Blue River,Colorado,CO
6661,4209.5133833,781,Blue Ridge Manor,Kentucky,KY
2509,539.45163641,1444,Blue Ridge,Georgia,GA
16656,809.99691207,903,Blue Ridge,Texas,TX
6062,485.18508207,963,Blue Rapids,Kansas,KS
752,113.76725383,122,Blue Mountain,Arkansas,AR
8994,597.67989393,982,Blue Mountain,Mississippi,MS
18856,1115.767955,983,Blue Mounds,Wisconsin,WI
3306,1849.0295621,1082,Blue Mound,Illinois,IL
16655,4903.8505762,2475,Blue Mound,Texas,TX
6061,429.12736597,273,Blue Mound,Kansas,KS
1244,2128.7313807,1262,Blue Lake,California,CA
3305,5676.9320582,23112,Blue Island,Illinois,IL
10397,1178.6479042,870,Blue Hill,Nebraska,NE
5148,573.96744953,1674,Blue Grass,Iowa,IA
751,460.99491962,35,Blue Eye,Arkansas,AR
9355,138.15288753,162,Blue Eye,Missouri,MO
8194,987.44829577,3133,Blue Earth,Minnesota,MN
12923,1622.9361152,12274,Blue Ash,Ohio,OH
18069,1109.4240385,369,Bloxom,Virginia,VA
11974,433.84656858,1307,Blowing Rock,North Carolina,NC
4532,1149.102519,129,Blountsville,Indiana,IN
43,305.68403986,1657,Blountsville,Alabama,AL
2074,777.28331729,2478,Blountstown,Florida,FL
16654,615.09024048,1571,Blossom,Texas,TX
14680,322.63871454,1495,Blossburg,Pennsylvania,PA
12922,1516.3320826,915,Bloomville,Ohio,OH
9354,339.17456796,552,Bloomsdale,Missouri,MO
10928,903.24337116,840,Bloomsbury,New Jersey,NJ
14679,3201.7027685,13919,Bloomsburg,Pennsylvania,PA
8193,2466.010063,85578,Bloomington,Minnesota,MN
10396,123.10127409,98,Bloomington,Nebraska,NE
3304,2872.2555812,77962,Bloomington,Illinois,IL
4531,3654.8987256,84981,Bloomington,Indiana,IN
3010,219.48917349,209,Bloomington,Idaho,ID
18855,556.25921347,703,Bloomington,Wisconsin,WI
4530,567.42665145,330,Bloomingdale,Indiana,IN
12921,2138.9240093,189,Bloomingdale,Ohio,OH
3303,3235.5025269,21894,Bloomingdale,Illinois,IL
7636,386.61795097,439,Bloomingdale,Michigan,MI
10927,917.20115209,8072,Bloomingdale,New Jersey,NJ
2508,197.61847319,2722,Bloomingdale,Georgia,GA
11382,600.09865121,413,Bloomingburg,New York,NY
12920,1340.9314819,919,Bloomingburg,Ohio,OH
14678,163.60359921,318,Blooming Valley,Pennsylvania,PA
8192,1373.8342098,1960,Blooming Prairie,Minnesota,MN
16653,979.20151229,840,Blooming Grove,Texas,TX
7635,808.42354782,4009,Bloomfield Hills,Michigan,MI
4529,1659.3875086,2285,Bloomfield,Indiana,IN
11381,930.23667748,1308,Bloomfield,New York,NY
10395,1159.0813027,946,Bloomfield,Nebraska,NE
11233,418.32661608,7842,Bloomfield,New Mexico,NM
9353,1363.9285446,1846,Bloomfield,Missouri,MO
14677,2060.1730639,1258,Bloomfield,Pennsylvania,PA
5147,1192.2635047,2694,Bloomfield,Iowa,IA
18854,377.87276571,4725,Bloomfield,Wisconsin,WI
6660,735.07890743,1058,Bloomfield,Kentucky,KY
18853,1203.3032536,3504,Bloomer,Wisconsin,WI
12919,1025.6854073,682,Bloomdale,Ohio,OH
16652,396.14180072,399,Bloomburg,Texas,TX
8191,155.24266177,158,Blomkest,Minnesota,MN
9352,1559.2165558,205,Blodgett,Missouri,MO
5146,292.69110843,189,Blockton,Iowa,IA
7634,1469.9234616,3259,Blissfield,Michigan,MI
3009,414.47891693,306,Bliss,Idaho,ID
750,305.76862587,304,Blevins,Arkansas,AR
15636,215.77252405,141,Blenheim,South Carolina,SC
5145,260.13534055,197,Blencoe,Iowa,IA
14676,4670.8195701,1385,Blawnox,Pennsylvania,PA
11380,2363.8220294,2656,Blasdell,New York,NY
16651,602.44509728,370,Blanket,Texas,TX
3302,684.89745545,603,Blandinsville,Illinois,IL
17780,279.84105269,3696,Blanding,Utah,UT
9351,801.35863244,517,Bland,Missouri,MO
16650,576.86986482,2012,Blanco,Texas,TX
12918,1024.2733092,4249,Blanchester,Ohio,OH
18852,1634.3095555,795,Blanchardville,Wisconsin,WI
7071,778.94436028,3119,Blanchard,Louisiana,LA
13814,297.75450477,8834,Blanchard,Oklahoma,OK
5144,157.92288775,36,Blanchard,Iowa,IA
1701,222.32070044,397,Blanca,Colorado,CO
12917,986.37926247,93,Blakeslee,Ohio,OH
5143,1075.5903222,289,Blakesburg,Iowa,IA
14675,1636.5803074,6240,Blakely,Pennsylvania,PA
2507,263.40062151,4623,Blakely,Georgia,GA
2506,560.68117247,620,Blairsville,Georgia,GA
14674,2292.7736893,3243,Blairsville,Pennsylvania,PA
9350,377.78888973,94,Blairstown,Missouri,MO
5142,1340.1218963,662,Blairstown,Iowa,IA
5141,316.0611643,204,Blairsburg,Iowa,IA
10394,1418.5013616,7815,Blair,Nebraska,NE
13813,1638.8169263,758,Blair,Oklahoma,OK
18851,312.94156344,1351,Blair,Wisconsin,WI
16228,196.39747719,1869,Blaine,Tennessee,TN
18299,969.50071973,5436,Blaine,Washington,WA
8190,1980.7300286,65212,Blaine,Minnesota,MN
6659,165.99136563,47,Blaine,Kentucky,KY
14673,828.31038588,263,Blain,Pennsylvania,PA
1991,2595.6924031,1442,Blades,Delaware,DE
7384,9514.5330691,9421,Bladensburg,Maryland,MD
11973,740.33062305,1640,Bladenboro,North Carolina,NC
10393,621.92018383,223,Bladen,Nebraska,NE
13812,1194.6656719,6660,Blackwell,Oklahoma,OK
16649,524.37604252,310,Blackwell,Texas,TX
9349,479.30063722,157,Blackwater,Missouri,MO
15635,248.19784979,2217,Blackville,South Carolina,SC
18585,607.83336793,182,Blacksville,West Virginia,WV
18068,753.54694029,3387,Blackstone,Virginia,VA
2505,684.54566547,3468,Blackshear,Georgia,GA
15634,1003.6368368,1878,Blacksburg,South Carolina,SC
18067,2265.2651465,44678,Blacksburg,Virginia,VA
3008,2018.199323,11946,Blackfoot,Idaho,ID
6658,331.68697013,145,Blackey,Kentucky,KY
8189,518.33950471,832,Blackduck,Minnesota,MN
9347,773.72313031,239,Blackburn,Missouri,MO
13811,355.60847972,105,Blackburn,Oklahoma,OK
749,213.39143482,95,Black Springs,Arkansas,AR
748,185.95360615,611,Black Rock,Arkansas,AR
18850,842.34717939,3471,Black River Falls,Wisconsin,WI
11379,709.56283751,1264,Black River,New York,NY
747,631.19763604,264,Black Oak,Arkansas,AR
11972,1217.5056947,8148,Black Mountain,North Carolina,NC
9348,2660.0727665,6935,Black Jack,Missouri,MO
1700,46.481539849,127,Black Hawk,Colorado,CO
18849,1667.5033536,1408,Black Earth,Wisconsin,WI
18298,685.79343969,4477,Black Diamond,Washington,WA
18848,1324.6214674,1317,Black Creek,Wisconsin,WI
11971,1069.0301866,766,Black Creek,North Carolina,NC
42,67.182316507,207,Black,Alabama,AL
13810,1104.8257561,27454,Bixby,Oklahoma,OK
8188,108.85920201,971,Biwabik,Minnesota,MN
6060,919.83653469,237,Bison,Kansas,KS
15913,332.28779281,330,Bison,South Dakota,SD
3301,724.98197001,539,Bismarck,Illinois,IL
12512,2167.1071243,73112,Bismarck,North Dakota,ND
9346,1469.6464888,1470,Bismarck,Missouri,MO
15633,1276.2302494,2983,Bishopville,South Carolina,SC
16648,574.32907163,180,Bishop Hills,Texas,TX
3300,229.38800495,122,Bishop Hill,Illinois,IL
1243,2009.866739,3746,Bishop,California,CA
16647,1299.0791732,3076,Bishop,Texas,TX
2504,339.71377007,266,Bishop,Georgia,GA
11970,642.47164848,1728,Biscoe,North Carolina,NC
2073,5096.1373616,3159,Biscayne Park,Florida,FL
8187,1559.2267449,111,Biscay,Minnesota,MN
613,1006.297279,5209,Bisbee,Arizona,AZ
12511,409.23388113,123,Bisbee,North Dakota,ND
18847,168.52942703,783,Biron,Wisconsin,WI
18846,353.6705494,779,Birnamwood,Wisconsin,WI
41,1436.8510533,209880,Birmingham,Alabama,AL
5140,395.03850293,417,Birmingham,Iowa,IA
7633,4447.1770774,21322,Birmingham,Michigan,MI
14672,1401.026211,88,Birmingham,Pennsylvania,PA
9345,366.59192977,206,Birmingham,Missouri,MO
746,335.7070398,41,Birdsong,Arkansas,AR
4528,655.80636474,418,Birdseye,Indiana,IN
14671,3902.5988633,5164,Birdsboro,Pennsylvania,PA
8186,632.98283479,965,Bird Island,Minnesota,MN
6059,191.50805274,434,Bird City,Kansas,KS
8185,2593.3411549,884,Birchwood Village,Minnesota,MN
18845,402.35458741,434,Birchwood,Wisconsin,WI
9344,471.55738302,651,Birch Tree,Missouri,MO
7632,781.5968835,1472,Birch Run,Michigan,MI
11378,4273.6698122,44785,Binghamton,New York,NY
