Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,16,3,16,2,16,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,23,1,23,0,23,,,,,,,,
2016,4,Virginia,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2010,10,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,33,0,33,0,33,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,Prison/jail,2,0,2,0,2,,,,,,,,
2016,3,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,31,0,31,0,31,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,45,0,45,0,45,,,,,,,,
2013,4,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,100,0,100,0,100,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,55,1,,0,,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,71,0,71,0,71,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,500,0,500,0,500,,,,,,,,
2014,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,37,1,37,0,37,,,,,,,,
2010,7,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,2,,0,,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,28,2,,0,,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,0,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,0,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,48,1,48,1,48,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,22,0,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,32,2,,0,,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,46,0,46,0,46,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,81,1,81,0,81,,,,,,,,
2013,4,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,39,0,39,0,39,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,84,3,84,2,84,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,43,1,,0,,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,42,0,,0,,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,57,0,57,0,57,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,66,0,66,0,66,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,21,1,,0,,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,68,0,68,0,68,,,,,,,,
2012,4,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,0,,0,,,,,,,,,
2010,1,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,16,0,,0,,,,,,,,,
2016,1,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,24,0,24,0,24,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2015,10,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,5,0,,0,,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,50,5,50,0,50,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,139,0,139,0,139,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2015,8,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2015,1,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,21,0,,0,,,,,,,,,
2016,3,Virginia,Person-to-person,Norovirus Genogroup II,GII.1,Confirmed,Child day care,10,0,10,0,10,,,,,,,,
2009,9,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,0,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",16,0,16,0,16,,,,,,,,
2011,11,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",18,0,18,0,18,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",34,0,34,0,34,,,,,,,,
2009,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,57,0,57,0,57,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,70,1,70,0,70,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,8,0,,0,,,,,,,,,
2015,10,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,19,0,,0,,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,28,0,28,0,28,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,18,0,18,0,18,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,3,0,3,0,3,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,62,2,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,45,0,45,0,45,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,48,2,,0,,,,,,,,,
2009,11,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,27,1,27,0,27,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,73,0,73,0,73,,,,,,,,
2015,4,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,12,0,,0,,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,5,0,,0,,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,"Other, specify",51,1,51,0,51,,,,,,,,
2016,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,14,5,14,0,14,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,30,1,30,0,30,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,0,,0,,,,,,,,,
2016,6,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",9,0,9,0,9,,,,,,,,
2014,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,1,20,0,20,,,,,,,,
2014,10,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,19,2,19,0,19,,,,,,,,
2014,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,68,1,68,0,68,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,80,0,,0,,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2010,5,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,31,0,31,0,31,,,,,,,,
2016,4,Virginia,Person-to-person,Norovirus Genogroup II,GII.1,Confirmed,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,,,
2016,1,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,112,0,112,0,112,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,33,7,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,11,4,11,0,11,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,,0,,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,48,2,,0,,,,,,,,,
2009,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,50,0,50,0,50,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,58,1,58,1,58,,,,,,,,
2014,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",106,0,106,0,106,,,,,,,,
2014,12,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",13,0,13,0,13,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2013,4,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,26,0,26,0,26,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,7,0,7,0,7,,,,,,,,
2014,4,Virginia,Person-to-person,Norovirus,,Confirmed,School/college/university,11,0,,0,,,,,,,,,
2013,4,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,19,0,19,0,19,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,0,,0,,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,42,2,42,0,42,,,,,,,,
2009,4,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,20,0,20,0,20,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,2,,0,,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Confirmed,"Other, specify",19,0,19,0,19,,,,,,,,
2014,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,153,0,153,0,153,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,,0,,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,23,0,,0,,,,,,,,,
2016,3,Virginia,Person-to-person,Norovirus Genogroup II,GII.3,Confirmed,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,1,11,0,11,,,,,,,,
2016,4,Virginia,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,13,8,13,0,13,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,65,1,65,0,65,,,,,,,,
2014,5,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",51,1,51,0,51,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,38,2,38,1,38,,,,,,,,
2014,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,54,0,,0,,,,,,,,,
2014,11,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,0,,0,,,,,,,,,
2009,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,29,8,29,0,29,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,,
2010,10,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,27,0,,0,,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,104,0,104,0,104,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,74,0,74,0,74,,,,,,,,
2015,5,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,19,0,19,3,19,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Child day care,16,0,16,0,16,,,,,,,,
2014,11,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,139,6,139,0,139,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,1,24,0,24,,,,,,,,
2009,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,,
2015,4,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,17,1,17,0,17,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,16,0,,0,,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,14,0,14,0,14,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,87,0,87,0,87,,,,,,,,
2009,2,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,11,0,,0,,,,,,,,,
2009,3,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,11,0,,0,,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,45,1,45,0,45,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,48,0,,0,,,,,,,,,
2013,5,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,0,,0,,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,112,1,,0,,,,,,,,,
2014,11,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,160,0,,0,,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,13,0,13,0,13,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,63,0,63,0,63,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,37,0,37,0,37,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2010,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,4,0,,0,,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,,
2009,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,39,2,39,1,39,,,,,,,,
2012,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,3,0,,0,,,,,,,,,
2014,4,Virginia,Person-to-person,Sapovirus,,Confirmed,Long-term care/nursing home/assisted living facility,16,0,,0,,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,19,1,19,0,19,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,50,0,50,0,50,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,36,0,36,0,36,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,,,
2014,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,,
2013,3,Virginia,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,45,1,,0,,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2014,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,17,0,,0,,,,,,,,,
2013,3,Virginia,Person-to-person,Sapovirus,,Suspected,Long-term care/nursing home/assisted living facility,21,0,,0,,,,,,,,,
2011,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,32,0,32,0,32,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,50,4,50,0,50,,,,,,,,
2010,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,42,2,42,0,42,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",4,0,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,,,
2015,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,19,1,19,0,19,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2011,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,25,2,,0,,,,,,,,,
2009,8,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,11,0,,0,,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,36,0,36,0,36,,,,,,,,
2013,1,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,14,0,14,0,14,,,,,,,,
2013,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,17,0,,0,,,,,,,,,
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,26,0,,0,,,,,,,,,
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,14,0,,0,,,,,,,,,
2010,11,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,15,0,,0,,,,,,,,,
2012,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,89,0,,0,,,,,,,,,
2015,1,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,85,2,85,0,85,,,,,,,,
2010,3,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",6,0,6,0,6,,,,,,,,
2013,9,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,48,0,48,0,48,,,,,,,,
2012,12,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,35,0,,0,,,,,,,,,
2013,1,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,17,0,,0,,,,,,,,,
2013,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,54,1,54,0,54,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,22,0,,0,,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,26,0,26,0,26,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",26,0,,0,,,,,,,,,
2016,3,Virginia,Person-to-person,Norovirus,,Suspected,"Other, specify",8,0,8,0,8,,,,,,,,
2014,11,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,9,0,,0,,,,,,,,,
2016,2,Virginia,Person-to-person,Norovirus,,Suspected,Child day care,14,0,14,0,14,,,,,,,,
2010,10,Virginia,Person-to-person,Norovirus,,Confirmed,Child day care,11,0,11,0,11,,,,,,,,
2013,10,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,20,0,,0,,,,,,,,,
2014,4,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,56,2,,0,,,,,,,,,
2011,3,Virginia,Person-to-person,Norovirus,,Confirmed,Hospital,21,0,21,0,21,,,,,,,,
2010,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,81,0,81,0,81,,,,,,,,
2009,3,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2013,2,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,50,0,50,0,50,,,,,,,,
2015,1,Virginia,Person-to-person,Norovirus,,Suspected,Hospital,6,0,6,0,6,,,,,,,,
2011,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2014,4,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,25,2,,0,,,,,,,,,
2015,2,Virginia,Person-to-person,Norovirus,,Confirmed,Restaurant,16,0,16,0,16,,,,,,,,
